title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_id
"Wild and Wonderful Whites of West Virginia, The (2009)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16795
"Assassin Next Door, The (Kirot) (2009)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16796
Lakota Woman: Siege at Wounded Knee (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16797
71: Into The Fire (Pohwasogeuro) (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16798
Battle: Los Angeles (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16799
"Burn, Witch, Burn (Night of the Eagle) (1962)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16800
Adam Had Four Sons (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16801
Liliom (1934),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16802
$ (Dollars) (1971),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16803
Summer Wars (Samâ wôzu) (2009),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16804
Pooh's Grand Adventure: The Search for Christopher Robin (1997),0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16805
Corto Maltese: Under the Sign of Capricorn (Sous le signe du capricorne) (2002),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16806
Corto Maltese: The Guilded House of Samarkand (La maison dorée de Samarkand) (2004),0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16807
Public Speaking (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16808
Liliom (1930),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16809
"Merry Widow, The (1925)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16810
Rasen (1998),0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,16811
Norwegian Wood (Noruwei no mori) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16812
"Sunset Limited, The (2011)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16813
Ninja Cheerleaders (2008),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16814
"Janky Promoters, The (2009)",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16815
Twenty-Four Eyes (Nijûshi no hitomi) (1954),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16816
Winnie the Pooh and the Honey Tree (1966),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16817
Mars Needs Moms (2011),0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16818
Scooby-Doo! The Mystery Begins (2009),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16819
Twisted Nerve (1968),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,16820
Crude (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16821
Uncounted: The New Math of American Elections (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16822
"City of Your Final Destination, The (2009)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16823
Anna Madelina (Ngon na ma dak lin na) (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16824
Fubar II (Fubar: Balls to the Wall) (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16825
"Bannen Way, The (2010)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16826
Scooby-Doo! Curse of the Lake Monster (2010),0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16827
Black Lightning (Chernaya Molniya) (2009),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16828
Holy Rollers (2010),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16829
Medicine for Melancholy (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16830
Summer Holiday (1948),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16831
"House of Small Cubes, The (Tsumiki no ie) (2008)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16832
Winnie the Pooh and Tigger Too (1974),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16833
Mandabi (The Money Order) (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16834
In the City (En la ciudad) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16835
"County Teacher, The (Venkovský ucitel) (2008)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16836
Trapped Ashes (2006),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16837
She and Her Cat (Kanojo to kanojo no neko) (1999),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16838
Closing the Ring (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16839
Hard Ticket to Hawaii (1987),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16840
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16841
Melissa P. (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16842
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16843
"Last Lovecraft: Relic of Cthulhu, The (2009)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16844
Cthulhu (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16845
Herb & Dorothy (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16846
"Wildest Dream, The (2010)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16847
Just Go with It (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16848
For Love of Ivy (1968),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16849
Potiche (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16850
Emma (1932),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16851
Mother Carey's Chickens (1938),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16852
Chang: A Drama of the Wilderness (1927),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16853
Mannequin (1937),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16854
Just Buried (2008),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16855
Cave of Forgotten Dreams (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16856
Red Riding Hood (2011),0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,16857
"Big Mommas: Like Father, Like Son (2011)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16858
Super (2010),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16859
"Little Night Music, A (1977)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16860
Täällä Pohjantähden alla II (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16861
"Troll Hunter, The (Trolljegeren) (2010)",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16862
Source Code (2011),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,16863
Jane Eyre (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16864
Smilin' Through (1932),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16865
Children of the Decree (Das Experiment 770 - Gebären auf Befehl) (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16866
"My Beautiful Dacia (Dacia, dragostea mea) (2009)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16867
Casanova Brown (1944),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16868
Kind Lady (1951),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16869
X Games 3D: The Movie (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16870
Sucker Punch (2011),0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16871
Devour (2005),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16872
Putty Hill (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16873
That Evening Sun (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16874
Essential Killing (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16875
Map of the Sounds of Tokyo (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16876
Bye Bye Brazil (Bye Bye Brasil) (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16877
"Hugh Hefner: Playboy, Activist and Rebel (2009)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16878
"Mourning Forest, The (Mogari no mori) (2007)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16879
Journey to the Sun (Günese yolculuk) (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16880
"Kings of Mykonos, The (2010)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16881
Chalet Girl (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16882
"Letzte schöne Herbsttag, Der (2010)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16883
"Die Is Cast, The (La suerte está echada) (2005)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16884
"New Daughter, The (2009)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16885
Black Bread (Pa Negre) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16886
Alibi (1929),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16887
Winnie the Pooh and a Day for Eeyore (1983),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16888
"Confessor, The (a.k.a. The Good Shepherd) (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16889
Eden (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16890
Games (1967),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16891
Noah's Ark (1928),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16892
Bohemian Eyes (Boheemi elää - Matti Pellonpää) (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16893
Beyond Enemy Lines (Framom främsta linjen) (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16894
Goldene Zeiten (2006),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16895
Breathing Room (2008),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16896
Otaku (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16897
Reconstruction (Anaparastasi) (1970),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16898
Diamond Girl (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16899
"Second Civil War, The (1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16900
Don't You Forget About Me (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16901
BURN-E (2008),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16902
Twilight of a Woman's Soul (Sumerki zhenskoi dushi) (1913),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16903
"Dying Swan, The (Umirayushchii lebed) (1917)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16904
Ingrid (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16905
Sube y Baja (1959),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16906
Beneath Hill 60 (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16907
Formosa Betrayed (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16908
What No One Knows (Det som ingen ved) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16909
Senna (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16910
Death Note 2: The Last Name (2006),0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16911
Family Guy Presents: It's a Trap (2010),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16912
Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta) (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16913
"Curse of the Hedgehog, The (Blestemul ariciului) (2005)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16914
Insidious (2010),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,16915
Meek's Cutoff (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16916
"Arise, My Love (1940)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16917
"Green Years, The (1946)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16918
Hobo with a Shotgun (2011),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16919
"Criminal Code, The (1931)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16920
Night People (1954),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16921
L: Change the World (2008),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,16922
Win Win (2011),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16923
"Jericho Mile, The (1979)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16924
Room in Rome (Habitación en Roma) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16925
Stand by for Action (1942),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16926
Wild Rovers (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16927
Johnny in the Clouds (1945),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16928
Tribute to a Bad Man (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16929
"Time That Remains, The (2009)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16930
"Swimsuit Issue, The (Allt flyter) (2008)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16931
Eila (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16932
Happy Here and Now (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16933
Bye Bye Braverman (1968),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16934
Artois the Goat (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16935
River of Grass (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16936
Dead Space: Downfall (2008),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16937
Sex Galaxy (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16938
Skeleton Man (2004),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16939
Boy (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16940
"Necessities of Life, The (Ce qu'il faut pour vivre) (2008)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16941
Diary of a Wimpy Kid: Rodrick Rules (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16942
Female Vampire (Les avaleuses) (Erotic Kill) (1973),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16943
Henry's Crime (2010),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16944
Flodder in Amerika! (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16945
"Foster Brothers, The (Süt kardesler) (1976)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16946
Outrageous Class (Hababam sinifi) (1975),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16947
Hop (2011),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16948
"Question of Silence, A (De stilte rond Christine M.) (1982)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16949
Delta (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16950
Playing the Victim (Izobrazhaya zhertvu) (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16951
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16952
And Along Come Tourists (Am Ende kommen Touristen) (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16953
Film ist. (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16954
Conflagration (Enjô) (1958),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16955
Ana and the Others (Ana y los otros) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16956
"Crazy Class Wakes Up, The (Hababam sinifi uyaniyor) (1977)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16957
Berta's Motives (Los motivos de Berta: Fantasía de Pubertad) (1985),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16958
"Dunce Class on Vacation, The (Hababam sinifi tatilde) (1978)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16959
"Girl with the Red Scarf, The (Selvi boylum, al yazmalim) (1978)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16960
"Nutcracker, The (1993)",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16961
24 City (Er shi si cheng ji) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16962
"Arbor, The (2010)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16963
Leap Year (Año bisiesto) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16964
"Traveler, The (Mossafer) (1974)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16965
13 Assassins (Jûsan-nin no shikaku) (2010),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16966
On Tour (Tournée) (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16967
Life Is Hot in Cracktown (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16968
"Koko, a Talking Gorilla (1978)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16969
"Captive, The (La captive) (2000)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16970
Love That Boy (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16971
Crisis (Kris) (1946),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16972
Port of Call (Hamnstad) (1948),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16973
Harry + Max (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16974
"White Hell of Pitz Palu, The (Die weiße Hölle vom Piz Palü) (1929) ",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16975
Late Chrysanthemums (Bangiku) (1954),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16976
Hanna (2011),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16977
I Became a Criminal (They Made Me a Fugitive) (1947),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,16978
Dark City (1950),0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,16979
St. George Shoots the Dragon (Sveti Georgije ubiva azdahu) (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16980
Castle of Purity (El castillo de la pureza) (1973),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16981
Warrendale (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16982
New Kids Turbo (2010),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16983
Connections (1978),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16984
Reykjavik Whale Watching Massacre (2009),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16985
Easy Money (Snabba Cash) (2010),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16986
To Joy (Till glädje) (1950),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16987
Grown Up Movie Star (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16988
Beyond (Svinalängorna) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16989
Into Eternity (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16990
Daffy Duck's Quackbusters (1988),0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16991
"Day the Universe Changed, The (1985)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16992
American: The Bill Hicks Story (2009),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16993
Arthur (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16994
Scream 4 (2011),0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16995
Rio (2011),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16996
"Princess of Montpensier, The (La princesse de Montpensier) (2010)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16997
Dear Heart (1964),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16998
"Mudlark, The (1950)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16999
"Mouse on the Moon, The (1963)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
Gold Diggers of 1937 (1936),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17001
"Goddess, The (1958)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17002
Melancholia (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17003
Forever Strong (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17004
Thor (2011),0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,17005
War of the Wildcats (In Old Oklahoma) (1943),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17006
Jolson Sings Again (1949),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17007
Spooner (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17008
Louis C.K.: Hilarious (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17009
Louis C.K.: Chewed Up (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17010
Atlas Shrugged: Part 1 (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,17011
Confessions of a Nazi Spy (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17012
Louis C.K.: Shameless (2007),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17013
Pushover (1954),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,17014
Saint Jack (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17015
Movie Days (Bíódagar) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17016
Children of Nature (Börn náttúrunnar) (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17017
Spring Breakdown (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17018
Welcome to the South (Benvenuti al Sud) (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17019
"Resident, The (2011)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,17020
That's What I Am (2011),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17021
Kobe Doin' Work (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17022
City Streets (1931),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17023
Two Drifters (Odete) (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17024
Women Without Men (Zanan-e bedun-e mardan) (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17025
Outside the Law (Hors-la-loi) (2010),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17026
